#  step      rmse_val    rmse_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
   3510      4.84e+01    7.03e+00      1.53e+00    2.22e-01    5.0e-04
   3520      5.60e+01    4.97e+00      1.77e+00    1.57e-01    5.0e-04
   3530      4.88e+01    4.51e+00      1.54e+00    1.43e-01    5.0e-04
   3540      4.73e+01    4.68e+00      1.50e+00    1.48e-01    5.0e-04
   3550      4.95e+01    7.32e+00      1.57e+00    2.31e-01    5.0e-04
   3560      4.36e+01    5.37e+00      1.38e+00    1.70e-01    5.0e-04
   3570      5.15e+01    5.58e+00      1.63e+00    1.76e-01    5.0e-04
   3580      5.18e+01    3.28e+00      1.64e+00    1.04e-01    5.0e-04
   3590      4.78e+01    6.41e+00      1.51e+00    2.03e-01    5.0e-04
   3600      5.05e+01    2.56e+00      1.60e+00    8.08e-02    5.0e-04
   3610      4.87e+01    7.94e+00      1.54e+00    2.51e-01    5.0e-04
   3620      4.76e+01    3.16e+00      1.51e+00    9.99e-02    5.0e-04
   3630      4.60e+01    3.02e+00      1.45e+00    9.54e-02    5.0e-04
   3640      5.06e+01    5.38e+00      1.60e+00    1.70e-01    5.0e-04
   3650      4.44e+01    3.78e+00      1.40e+00    1.20e-01    5.0e-04
   3660      5.09e+01    3.54e+00      1.61e+00    1.12e-01    5.0e-04
   3670      4.26e+01    5.84e+00      1.35e+00    1.85e-01    5.0e-04
   3680      5.11e+01    3.02e+00      1.61e+00    9.54e-02    5.0e-04
   3690      4.49e+01    3.70e+00      1.42e+00    1.17e-01    5.0e-04
   3700      4.01e+01    3.99e+00      1.27e+00    1.26e-01    5.0e-04
   3710      4.98e+01    5.24e+00      1.58e+00    1.66e-01    5.0e-04
   3720      5.16e+01    2.76e+00      1.63e+00    8.73e-02    5.0e-04
   3730      5.06e+01    4.41e+00      1.60e+00    1.39e-01    5.0e-04
   3740      5.66e+01    6.29e+00      1.79e+00    1.99e-01    5.0e-04
   3750      5.65e+01    3.34e+00      1.79e+00    1.06e-01    5.0e-04
   3760      4.74e+01    6.32e+00      1.50e+00    2.00e-01    5.0e-04
   3770      4.77e+01    3.78e+00      1.51e+00    1.20e-01    5.0e-04
   3780      4.87e+01    3.66e+00      1.54e+00    1.16e-01    5.0e-04
   3790      4.70e+01    7.32e+00      1.49e+00    2.31e-01    5.0e-04
   3800      5.04e+01    4.41e+00      1.59e+00    1.39e-01    5.0e-04
   3810      4.83e+01    3.35e+00      1.53e+00    1.06e-01    5.0e-04
   3820      4.70e+01    5.67e+00      1.49e+00    1.79e-01    5.0e-04
   3830      5.15e+01    7.27e+00      1.63e+00    2.30e-01    5.0e-04
   3840      4.72e+01    5.63e+00      1.49e+00    1.78e-01    5.0e-04
   3850      5.08e+01    5.02e+00      1.61e+00    1.59e-01    5.0e-04
   3860      5.12e+01    5.30e+00      1.62e+00    1.68e-01    5.0e-04
   3870      5.10e+01    3.51e+00      1.61e+00    1.11e-01    5.0e-04
   3880      4.85e+01    3.02e+00      1.53e+00    9.55e-02    5.0e-04
   3890      4.83e+01    5.16e+00      1.53e+00    1.63e-01    5.0e-04
   3900      5.00e+01    4.83e+00      1.58e+00    1.53e-01    5.0e-04
   3910      5.34e+01    7.28e+00      1.69e+00    2.30e-01    5.0e-04
   3920      4.55e+01    3.14e+00      1.44e+00    9.92e-02    5.0e-04
   3930      5.10e+01    1.82e+00      1.61e+00    5.75e-02    5.0e-04
   3940      4.98e+01    5.08e+00      1.58e+00    1.61e-01    5.0e-04
   3950      4.82e+01    5.03e+00      1.52e+00    1.59e-01    5.0e-04
   3960      5.22e+01    5.55e+00      1.65e+00    1.76e-01    5.0e-04
   3970      4.90e+01    3.56e+00      1.55e+00    1.13e-01    5.0e-04
   3980      5.20e+01    5.25e+00      1.64e+00    1.66e-01    5.0e-04
   3990      4.89e+01    3.58e+00      1.55e+00    1.13e-01    5.0e-04
   4000      4.14e+01    5.36e+00      1.31e+00    1.69e-01    5.0e-04
   4010      4.67e+01    6.56e+00      1.48e+00    2.08e-01    5.0e-04
   4020      5.49e+01    2.72e+00      1.74e+00    8.60e-02    5.0e-04
   4030      5.14e+01    4.87e+00      1.63e+00    1.54e-01    5.0e-04
   4040      5.77e+01    3.66e+00      1.82e+00    1.16e-01    5.0e-04
   4050      4.89e+01    5.57e+00      1.55e+00    1.76e-01    5.0e-04
   4060      4.73e+01    1.25e+00      1.50e+00    3.96e-02    5.0e-04
   4070      5.27e+01    3.92e+00      1.67e+00    1.24e-01    5.0e-04
   4080      5.68e+01    4.37e+00      1.80e+00    1.38e-01    5.0e-04
   4090      4.50e+01    5.08e+00      1.42e+00    1.61e-01    5.0e-04
   4100      5.77e+01    4.64e+00      1.82e+00    1.47e-01    5.0e-04
   4110      4.75e+01    2.52e+00      1.50e+00    7.96e-02    5.0e-04
   4120      4.49e+01    5.53e+00      1.42e+00    1.75e-01    5.0e-04
   4130      4.70e+01    6.47e+00      1.49e+00    2.05e-01    5.0e-04
   4140      4.77e+01    5.84e+00      1.51e+00    1.85e-01    5.0e-04
   4150      5.10e+01    4.64e+00      1.61e+00    1.47e-01    5.0e-04
   4160      4.64e+01    4.43e+00      1.47e+00    1.40e-01    5.0e-04
   4170      4.42e+01    3.54e+00      1.40e+00    1.12e-01    5.0e-04
   4180      4.72e+01    3.00e+00      1.49e+00    9.49e-02    5.0e-04
   4190      4.48e+01    1.55e+00      1.42e+00    4.91e-02    5.0e-04
   4200      4.64e+01    6.36e+00      1.47e+00    2.01e-01    5.0e-04
   4210      4.62e+01    4.56e+00      1.46e+00    1.44e-01    5.0e-04
   4220      4.55e+01    7.07e+00      1.44e+00    2.24e-01    5.0e-04
   4230      5.36e+01    3.30e+00      1.69e+00    1.04e-01    5.0e-04
   4240      4.40e+01    5.19e+00      1.39e+00    1.64e-01    5.0e-04
   4250      3.99e+01    4.00e+00      1.26e+00    1.26e-01    5.0e-04
   4260      5.58e+01    3.09e+00      1.76e+00    9.76e-02    5.0e-04
   4270      5.02e+01    6.45e+00      1.59e+00    2.04e-01    5.0e-04
   4280      4.97e+01    2.71e+00      1.57e+00    8.57e-02    5.0e-04
   4290      4.49e+01    5.92e+00      1.42e+00    1.87e-01    5.0e-04
   4300      4.67e+01    3.29e+00      1.48e+00    1.04e-01    5.0e-04
   4310      5.23e+01    6.71e+00      1.65e+00    2.12e-01    5.0e-04
   4320      4.55e+01    3.90e+00      1.44e+00    1.23e-01    5.0e-04
   4330      4.87e+01    3.81e+00      1.54e+00    1.20e-01    5.0e-04
   4340      4.48e+01    4.26e+00      1.42e+00    1.35e-01    5.0e-04
   4350      4.48e+01    3.91e+00      1.42e+00    1.24e-01    5.0e-04
   4360      4.92e+01    4.73e+00      1.56e+00    1.50e-01    5.0e-04
   4370      5.45e+01    4.00e+00      1.72e+00    1.27e-01    5.0e-04
   4380      4.35e+01    2.97e+00      1.37e+00    9.39e-02    5.0e-04
   4390      4.71e+01    6.41e+00      1.49e+00    2.03e-01    5.0e-04
   4400      4.90e+01    5.74e+00      1.55e+00    1.82e-01    5.0e-04
   4410      5.04e+01    6.24e+00      1.60e+00    1.97e-01    5.0e-04
   4420      4.15e+01    3.05e+00      1.31e+00    9.66e-02    5.0e-04
   4430      4.93e+01    4.64e+00      1.56e+00    1.47e-01    5.0e-04
   4440      5.73e+01    5.31e+00      1.81e+00    1.68e-01    5.0e-04
   4450      4.24e+01    2.04e+00      1.34e+00    6.46e-02    5.0e-04
   4460      5.44e+01    4.64e+00      1.72e+00    1.47e-01    5.0e-04
   4470      5.29e+01    3.86e+00      1.67e+00    1.22e-01    5.0e-04
   4480      5.69e+01    5.49e+00      1.80e+00    1.74e-01    5.0e-04
   4490      4.86e+01    2.45e+00      1.54e+00    7.74e-02    5.0e-04
   4500      5.54e+01    3.71e+00      1.75e+00    1.17e-01    5.0e-04
   4510      4.95e+01    3.13e+00      1.56e+00    9.90e-02    5.0e-04
   4520      4.44e+01    2.42e+00      1.40e+00    7.65e-02    5.0e-04
   4530      5.21e+01    6.90e+00      1.65e+00    2.18e-01    5.0e-04
   4540      5.19e+01    4.52e+00      1.64e+00    1.43e-01    5.0e-04
   4550      4.91e+01    3.87e+00      1.55e+00    1.22e-01    5.0e-04
   4560      5.38e+01    4.56e+00      1.70e+00    1.44e-01    5.0e-04
   4570      5.31e+01    5.39e+00      1.68e+00    1.70e-01    5.0e-04
   4580      4.66e+01    3.18e+00      1.47e+00    1.00e-01    5.0e-04
   4590      5.22e+01    3.56e+00      1.65e+00    1.13e-01    5.0e-04
   4600      4.41e+01    4.20e+00      1.39e+00    1.33e-01    5.0e-04
   4610      5.46e+01    2.44e+00      1.73e+00    7.71e-02    5.0e-04
   4620      5.88e+01    2.68e+00      1.86e+00    8.48e-02    5.0e-04
   4630      5.43e+01    5.90e+00      1.72e+00    1.87e-01    5.0e-04
   4640      5.58e+01    4.29e+00      1.76e+00    1.36e-01    5.0e-04
   4650      5.00e+01    3.08e+00      1.58e+00    9.73e-02    5.0e-04
   4660      4.14e+01    5.59e+00      1.31e+00    1.77e-01    5.0e-04
   4670      4.57e+01    1.67e+00      1.45e+00    5.28e-02    5.0e-04
   4680      4.94e+01    4.35e+00      1.56e+00    1.38e-01    5.0e-04
   4690      5.20e+01    9.40e+00      1.64e+00    2.97e-01    5.0e-04
   4700      5.46e+01    2.37e+00      1.73e+00    7.48e-02    5.0e-04
   4710      4.38e+01    3.11e+00      1.38e+00    9.83e-02    5.0e-04
   4720      5.06e+01    3.30e+00      1.60e+00    1.04e-01    5.0e-04
   4730      4.63e+01    4.53e+00      1.46e+00    1.43e-01    5.0e-04
   4740      4.87e+01    3.63e+00      1.54e+00    1.15e-01    5.0e-04
   4750      5.31e+01    3.49e+00      1.68e+00    1.10e-01    5.0e-04
   4760      4.89e+01    1.37e+01      1.55e+00    4.33e-01    5.0e-04
   4770      4.73e+01    4.09e+00      1.50e+00    1.29e-01    5.0e-04
   4780      5.44e+01    4.98e+00      1.72e+00    1.57e-01    5.0e-04
   4790      5.28e+01    4.64e+00      1.67e+00    1.47e-01    5.0e-04
   4800      4.44e+01    5.69e+00      1.41e+00    1.80e-01    5.0e-04
   4810      4.66e+01    6.01e+00      1.47e+00    1.90e-01    5.0e-04
   4820      4.50e+01    3.88e+00      1.42e+00    1.23e-01    5.0e-04
   4830      5.05e+01    2.78e+00      1.60e+00    8.81e-02    5.0e-04
   4840      4.86e+01    5.77e+00      1.54e+00    1.82e-01    5.0e-04
   4850      5.25e+01    4.66e+00      1.66e+00    1.47e-01    5.0e-04
   4860      4.74e+01    4.91e+00      1.50e+00    1.55e-01    5.0e-04
   4870      4.88e+01    7.25e+00      1.54e+00    2.29e-01    5.0e-04
   4880      5.10e+01    3.33e+00      1.61e+00    1.05e-01    5.0e-04
   4890      4.88e+01    2.28e+00      1.54e+00    7.21e-02    5.0e-04
   4900      4.83e+01    3.82e+00      1.53e+00    1.21e-01    5.0e-04
   4910      4.52e+01    3.81e+00      1.43e+00    1.21e-01    5.0e-04
   4920      5.34e+01    3.11e+00      1.69e+00    9.83e-02    5.0e-04
   4930      4.89e+01    2.63e+00      1.55e+00    8.33e-02    5.0e-04
   4940      4.99e+01    2.86e+00      1.58e+00    9.04e-02    5.0e-04
   4950      4.52e+01    2.47e+00      1.43e+00    7.82e-02    5.0e-04
   4960      5.12e+01    4.25e+00      1.62e+00    1.34e-01    5.0e-04
   4970      5.30e+01    3.40e+00      1.68e+00    1.08e-01    5.0e-04
   4980      4.54e+01    3.68e+00      1.43e+00    1.17e-01    5.0e-04
   4990      4.54e+01    3.71e+00      1.43e+00    1.17e-01    5.0e-04
   5000      4.24e+01    6.40e+00      1.43e+00    2.16e-01    4.4e-04
   5010      4.29e+01    3.89e+00      1.44e+00    1.31e-01    4.4e-04
   5020      4.80e+01    3.61e+00      1.62e+00    1.22e-01    4.4e-04
   5030      4.80e+01    2.57e+00      1.62e+00    8.66e-02    4.4e-04
   5040      4.36e+01    3.47e+00      1.47e+00    1.17e-01    4.4e-04
   5050      5.04e+01    4.12e+00      1.70e+00    1.39e-01    4.4e-04
   5060      4.72e+01    5.76e+00      1.59e+00    1.94e-01    4.4e-04
   5070      4.78e+01    3.47e+00      1.61e+00    1.17e-01    4.4e-04
   5080      4.77e+01    4.54e+00      1.61e+00    1.53e-01    4.4e-04
   5090      4.06e+01    4.31e+00      1.37e+00    1.45e-01    4.4e-04
   5100      4.11e+01    3.83e+00      1.38e+00    1.29e-01    4.4e-04
   5110      4.50e+01    6.18e+00      1.52e+00    2.08e-01    4.4e-04
   5120      4.22e+01    4.76e+00      1.42e+00    1.61e-01    4.4e-04
   5130      5.00e+01    4.07e+00      1.69e+00    1.37e-01    4.4e-04
   5140      4.39e+01    4.18e+00      1.48e+00    1.41e-01    4.4e-04
   5150      4.08e+01    3.45e+00      1.37e+00    1.16e-01    4.4e-04
   5160      3.99e+01    4.13e+00      1.35e+00    1.39e-01    4.4e-04
   5170      4.96e+01    3.42e+00      1.67e+00    1.15e-01    4.4e-04
   5180      4.12e+01    4.06e+00      1.39e+00    1.37e-01    4.4e-04
   5190      4.69e+01    5.51e+00      1.58e+00    1.86e-01    4.4e-04
   5200      5.19e+01    7.48e+00      1.75e+00    2.52e-01    4.4e-04
   5210      5.11e+01    6.65e+00      1.72e+00    2.24e-01    4.4e-04
   5220      5.00e+01    5.56e+00      1.68e+00    1.88e-01    4.4e-04
   5230      4.85e+01    4.08e+00      1.64e+00    1.38e-01    4.4e-04
   5240      4.63e+01    3.44e+00      1.56e+00    1.16e-01    4.4e-04
   5250      4.26e+01    3.35e+00      1.44e+00    1.13e-01    4.4e-04
   5260      5.08e+01    3.51e+00      1.71e+00    1.18e-01    4.4e-04
   5270      4.87e+01    2.99e+00      1.64e+00    1.01e-01    4.4e-04
   5280      4.60e+01    3.69e+00      1.55e+00    1.24e-01    4.4e-04
   5290      4.13e+01    2.52e+00      1.39e+00    8.50e-02    4.4e-04
   5300      5.67e+01    5.76e+00      1.91e+00    1.94e-01    4.4e-04
   5310      4.49e+01    4.85e+00      1.51e+00    1.63e-01    4.4e-04
   5320      4.88e+01    4.21e+00      1.65e+00    1.42e-01    4.4e-04
   5330      4.53e+01    5.12e+00      1.53e+00    1.73e-01    4.4e-04
   5340      5.33e+01    6.64e+00      1.80e+00    2.24e-01    4.4e-04
   5350      5.13e+01    5.12e+00      1.73e+00    1.73e-01    4.4e-04
   5360      5.42e+01    4.56e+00      1.83e+00    1.54e-01    4.4e-04
   5370      4.77e+01    2.52e+00      1.61e+00    8.50e-02    4.4e-04
   5380      4.56e+01    5.00e+00      1.54e+00    1.68e-01    4.4e-04
   5390      4.35e+01    5.20e+00      1.47e+00    1.75e-01    4.4e-04
   5400      4.79e+01    4.27e+00      1.61e+00    1.44e-01    4.4e-04
   5410      4.52e+01    3.99e+00      1.52e+00    1.34e-01    4.4e-04
   5420      4.97e+01    4.51e+00      1.68e+00    1.52e-01    4.4e-04
   5430      4.96e+01    5.09e+00      1.67e+00    1.72e-01    4.4e-04
   5440      4.56e+01    7.11e+00      1.54e+00    2.40e-01    4.4e-04
   5450      4.51e+01    3.70e+00      1.52e+00    1.25e-01    4.4e-04
   5460      4.54e+01    2.82e+00      1.53e+00    9.49e-02    4.4e-04
   5470      3.99e+01    4.83e+00      1.35e+00    1.63e-01    4.4e-04
   5480      4.76e+01    3.81e+00      1.61e+00    1.28e-01    4.4e-04
   5490      5.44e+01    3.85e+00      1.84e+00    1.30e-01    4.4e-04
   5500      4.53e+01    3.52e+00      1.53e+00    1.19e-01    4.4e-04
   5510      5.21e+01    4.41e+00      1.75e+00    1.48e-01    4.4e-04
   5520      4.92e+01    8.92e+00      1.66e+00    3.01e-01    4.4e-04
   5530      4.33e+01    3.88e+00      1.46e+00    1.31e-01    4.4e-04
   5540      4.40e+01    4.77e+00      1.48e+00    1.61e-01    4.4e-04
   5550      5.27e+01    5.92e+00      1.78e+00    2.00e-01    4.4e-04
   5560      5.21e+01    3.13e+00      1.76e+00    1.05e-01    4.4e-04
   5570      4.84e+01    6.12e+00      1.63e+00    2.06e-01    4.4e-04
   5580      4.69e+01    4.31e+00      1.58e+00    1.45e-01    4.4e-04
   5590      4.71e+01    4.51e+00      1.59e+00    1.52e-01    4.4e-04
   5600      4.74e+01    5.65e+00      1.60e+00    1.91e-01    4.4e-04
   5610      5.09e+01    4.92e+00      1.71e+00    1.66e-01    4.4e-04
   5620      5.53e+01    3.63e+00      1.86e+00    1.22e-01    4.4e-04
   5630      5.00e+01    5.08e+00      1.68e+00    1.71e-01    4.4e-04
   5640      4.42e+01    3.92e+00      1.49e+00    1.32e-01    4.4e-04
   5650      3.90e+01    5.81e+00      1.31e+00    1.96e-01    4.4e-04
   5660      4.71e+01    3.69e+00      1.59e+00    1.25e-01    4.4e-04
   5670      4.28e+01    5.35e+00      1.44e+00    1.80e-01    4.4e-04
   5680      4.17e+01    3.14e+00      1.41e+00    1.06e-01    4.4e-04
   5690      4.51e+01    4.58e+00      1.52e+00    1.55e-01    4.4e-04
   5700      5.18e+01    8.90e+00      1.75e+00    3.00e-01    4.4e-04
   5710      4.00e+01    3.49e+00      1.35e+00    1.18e-01    4.4e-04
   5720      4.56e+01    4.06e+00      1.54e+00    1.37e-01    4.4e-04
   5730      4.57e+01    4.41e+00      1.54e+00    1.49e-01    4.4e-04
   5740      4.33e+01    3.99e+00      1.46e+00    1.34e-01    4.4e-04
   5750      4.33e+01    2.09e+00      1.46e+00    7.04e-02    4.4e-04
   5760      4.97e+01    3.70e+00      1.67e+00    1.25e-01    4.4e-04
   5770      4.90e+01    6.74e+00      1.65e+00    2.27e-01    4.4e-04
   5780      5.14e+01    3.16e+00      1.73e+00    1.06e-01    4.4e-04
   5790      3.97e+01    5.56e+00      1.34e+00    1.87e-01    4.4e-04
   5800      4.80e+01    3.78e+00      1.62e+00    1.27e-01    4.4e-04
   5810      5.34e+01    3.78e+00      1.80e+00    1.27e-01    4.4e-04
   5820      4.52e+01    5.58e+00      1.52e+00    1.88e-01    4.4e-04
   5830      5.34e+01    4.44e+00      1.80e+00    1.50e-01    4.4e-04
   5840      4.64e+01    4.35e+00      1.56e+00    1.47e-01    4.4e-04
   5850      4.48e+01    3.32e+00      1.51e+00    1.12e-01    4.4e-04
   5860      4.80e+01    4.75e+00      1.62e+00    1.60e-01    4.4e-04
   5870      4.36e+01    3.87e+00      1.47e+00    1.30e-01    4.4e-04
   5880      4.65e+01    5.46e+00      1.57e+00    1.84e-01    4.4e-04
   5890      4.06e+01    3.25e+00      1.37e+00    1.10e-01    4.4e-04
   5900      3.92e+01    2.82e+00      1.32e+00    9.50e-02    4.4e-04
   5910      4.40e+01    3.38e+00      1.48e+00    1.14e-01    4.4e-04
   5920      4.46e+01    5.01e+00      1.51e+00    1.69e-01    4.4e-04
   5930      4.07e+01    6.31e+00      1.37e+00    2.13e-01    4.4e-04
   5940      4.70e+01    3.76e+00      1.58e+00    1.27e-01    4.4e-04
   5950      4.66e+01    3.06e+00      1.57e+00    1.03e-01    4.4e-04
   5960      4.82e+01    3.93e+00      1.63e+00    1.33e-01    4.4e-04
   5970      4.83e+01    3.63e+00      1.63e+00    1.22e-01    4.4e-04
   5980      4.28e+01    2.58e+00      1.44e+00    8.70e-02    4.4e-04
   5990      4.82e+01    3.82e+00      1.62e+00    1.29e-01    4.4e-04
   6000      4.71e+01    2.68e+00      1.59e+00    9.03e-02    4.4e-04
   6010      4.33e+01    4.96e+00      1.46e+00    1.67e-01    4.4e-04
   6020      4.37e+01    4.11e+00      1.47e+00    1.39e-01    4.4e-04
   6030      3.52e+01    4.46e+00      1.19e+00    1.50e-01    4.4e-04
   6040      4.31e+01    6.16e+00      1.45e+00    2.08e-01    4.4e-04
   6050      4.01e+01    7.47e+00      1.35e+00    2.52e-01    4.4e-04
   6060      4.75e+01    2.78e+00      1.60e+00    9.37e-02    4.4e-04
   6070      4.18e+01    2.72e+00      1.41e+00    9.17e-02    4.4e-04
   6080      4.90e+01    6.95e+00      1.65e+00    2.34e-01    4.4e-04
   6090      4.07e+01    6.78e+00      1.37e+00    2.28e-01    4.4e-04
   6100      4.31e+01    6.48e+00      1.45e+00    2.19e-01    4.4e-04
   6110      4.70e+01    1.96e+00      1.58e+00    6.61e-02    4.4e-04
   6120      4.63e+01    3.87e+00      1.56e+00    1.30e-01    4.4e-04
   6130      4.49e+01    4.00e+00      1.51e+00    1.35e-01    4.4e-04
   6140      4.02e+01    5.56e+00      1.35e+00    1.87e-01    4.4e-04
   6150      4.78e+01    3.85e+00      1.61e+00    1.30e-01    4.4e-04
   6160      4.80e+01    4.58e+00      1.62e+00    1.54e-01    4.4e-04
   6170      4.67e+01    6.18e+00      1.57e+00    2.08e-01    4.4e-04
   6180      4.78e+01    3.16e+00      1.61e+00    1.06e-01    4.4e-04
   6190      5.06e+01    4.73e+00      1.71e+00    1.59e-01    4.4e-04
   6200      4.36e+01    6.28e+00      1.47e+00    2.12e-01    4.4e-04
   6210      4.87e+01    2.73e+00      1.64e+00    9.21e-02    4.4e-04
   6220      3.73e+01    6.79e+00      1.26e+00    2.29e-01    4.4e-04
   6230      4.21e+01    2.70e+00      1.42e+00    9.12e-02    4.4e-04
   6240      4.58e+01    4.99e+00      1.55e+00    1.68e-01    4.4e-04
   6250      4.10e+01    4.41e+00      1.38e+00    1.49e-01    4.4e-04
   6260      4.19e+01    3.63e+00      1.41e+00    1.22e-01    4.4e-04
   6270      4.42e+01    3.24e+00      1.49e+00    1.09e-01    4.4e-04
   6280      4.42e+01    3.90e+00      1.49e+00    1.31e-01    4.4e-04
   6290      4.71e+01    6.20e+00      1.59e+00    2.09e-01    4.4e-04
   6300      3.79e+01    3.46e+00      1.28e+00    1.17e-01    4.4e-04
   6310      3.55e+01    5.15e+00      1.20e+00    1.74e-01    4.4e-04
   6320      4.81e+01    3.35e+00      1.62e+00    1.13e-01    4.4e-04
   6330      5.25e+01    4.98e+00      1.77e+00    1.68e-01    4.4e-04
