  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  3.5611e+01  1.9612e-02 -1.1336e-01  6.4579e-02  1.0127e-02 -9.8500e-02  8.8774e-02  3.5970e-02 -1.3421e-01  1.1702e-02  1.6805e-02 -6.4329e-02  4.4222e-02  6.7880e-03 -1.7688e-01  6.7865e-02  1.0735e-01 -2.5145e-01  1.6802e-01 -1.0253e-01 -2.8790e-01 -1.1763e-02 -1.6583e-02  4.0046e-02  2.2531e-02  2.1611e-03  3.5413e-01 -1.3714e-02 -6.9623e-02 -1.4514e-01  3.0897e-02 -8.4243e-02  2.6227e-02 -3.6502e-04  7.1709e-02 -1.4026e-01 -8.2484e-02  2.1962e-01 -2.5512e-01 -8.2340e-02 -6.9083e-02 -6.8679e-02 -1.7207e-02 -2.0661e-02  1.7761e-01 -6.1949e-02  3.1074e-01  3.2296e-01 -1.3637e-01 -3.4013e-01  1.0574e-01 -1.8735e-02
  4.8502e+01 -9.8981e-02 -1.0713e-01  5.6278e-02 -8.4034e-02 -1.2241e-01  2.0939e-02 -1.0344e-01 -1.0997e-01  5.9162e-02 -1.1026e-01 -1.0557e-01  5.7054e-02 -5.8207e-02 -3.3663e-02  9.0162e-02 -8.8698e-02 -9.8826e-03  1.6595e-01 -4.9244e-02 -3.5694e-02  7.5757e-02  2.2528e-02  1.2962e-02  5.4263e-02  3.0045e-02 -1.0052e-01  1.9548e-02  8.6737e-02  1.9099e-01  6.6125e-02  1.3917e-01  2.0367e-01  4.3772e-02 -1.7059e-01 -5.6649e-02 -6.2599e-02 -2.5730e-01 -5.8184e-02 -1.3148e-01 -7.0061e-02 -2.1703e-02 -1.1773e-01  1.7809e-01  8.2568e-02 -1.6972e-01  5.9383e-01  1.7197e-01 -3.2100e-01 -1.4228e-01 -2.4451e-02 -2.6648e-02
  5.5863e+01  1.0026e-01 -5.1816e-02 -6.7396e-03  8.0159e-02 -3.9892e-02 -1.0016e-03  9.7551e-02 -3.6789e-02  1.6811e-02  1.1008e-01 -6.3877e-02 -3.6923e-03  7.4374e-02 -5.0150e-02 -4.5855e-02  8.7582e-02 -5.9831e-02 -4.2360e-02  7.4026e-02 -7.3305e-02 -8.8378e-02  2.7222e-02 -3.8738e-03 -4.3137e-02  1.2462e-02 -1.8585e-02  5.9478e-03  4.5276e-03  5.3940e-02 -9.8962e-02 -2.7929e-02  7.7665e-02 -9.2004e-02 -7.8973e-02  3.8134e-02  9.9215e-02 -1.0104e-01  1.0520e-01  1.4850e-01 -1.0812e-01  1.6874e-02  1.1686e-01 -1.0342e-01  2.1059e-02  5.3931e-02  4.4926e-01  1.0391e-01 -1.7143e-01 -6.3928e-01 -1.6728e-01  3.1560e-01
  6.4527e+01  1.6856e-02 -7.6685e-02 -7.6553e-03  2.1214e-02 -7.5516e-02  2.3266e-02  6.4066e-03 -1.0426e-01 -3.4603e-02  3.6281e-03 -3.8515e-02 -1.9941e-02  2.1688e-02 -7.5870e-02 -1.0590e-03  5.2053e-02 -9.8218e-02  6.0529e-02 -1.3190e-02 -1.1907e-01 -4.0449e-02  3.1975e-02  2.7739e-02 -2.9291e-02  3.3282e-02  5.8893e-02 -3.0563e-02  3.5284e-02  8.7772e-02 -4.9829e-02  3.8709e-02  1.5285e-01 -6.5169e-02 -8.5253e-02 -4.1996e-02  1.3349e-01 -5.3111e-02 -3.6487e-03  1.9566e-01 -1.2751e-01 -1.0207e-01  1.6230e-01 -2.4510e-02  9.4064e-03 -3.3465e-02 -5.8009e-01  6.8530e-03  2.4377e-01  4.3255e-01  2.0971e-01 -3.6920e-01
  7.3607e+01  1.2930e-01 -6.9674e-02  8.0981e-02  1.1636e-01 -6.3975e-02  7.0154e-02  1.0582e-01 -5.8962e-02  1.2423e-01  1.5459e-01 -6.8181e-02  7.4886e-02  7.8745e-02 -5.8296e-02  1.0520e-03  8.0442e-02 -6.0321e-02 -3.2466e-02  1.0906e-01 -6.5714e-02 -4.9239e-02 -1.8763e-02 -4.5894e-02  2.7958e-02 -5.0899e-02 -1.1283e-01  1.2683e-01 -6.5880e-02  4.6843e-02 -7.3667e-02 -1.3348e-01  4.1457e-02 -4.6931e-02 -1.8927e-02  4.4151e-02 -1.9193e-01 -1.4853e-01 -2.9009e-02 -3.6441e-01  6.7870e-02  2.6962e-01 -2.6095e-01 -3.2563e-02  1.3258e-01  7.1568e-02 -3.6564e-01  2.1692e-01  2.9208e-01  1.7339e-01  2.6922e-01 -2.1147e-01
  1.2934e+02 -4.4545e-02  9.8415e-02 -3.3192e-02 -1.9677e-01  2.0099e-01 -1.4829e-02  1.2621e-01  1.9771e-01 -1.0124e-01 -1.8023e-02  8.9617e-02 -3.6994e-02 -6.0955e-02 -2.3447e-01  6.2653e-02  2.1994e-01 -4.4757e-01  1.6667e-01 -3.7847e-01 -4.3323e-01  7.1109e-02 -2.6654e-02 -4.8218e-02  5.9510e-03 -1.9332e-02 -4.4913e-02 -1.9060e-02  3.3446e-03  1.0123e-01 -1.6212e-02  2.9259e-02  1.8705e-01 -4.4214e-02  1.2801e-01  7.7171e-02  1.0573e-02  1.5933e-02  1.6337e-01  1.2624e-02  2.0830e-01  3.9961e-02 -2.8656e-02 -9.6024e-03 -3.2730e-03 -2.8644e-05  2.4550e-02 -4.5289e-02 -4.3983e-02  5.6755e-03 -2.0592e-02  5.6298e-02
  1.9093e+02  5.9121e-02 -1.5170e-02  2.1072e-02  8.2032e-02 -3.7798e-02  1.3511e-03  4.6977e-02 -7.0409e-02 -3.9797e-02  1.0188e-02  2.4184e-02  2.7841e-02  9.0154e-02  2.6242e-02  6.9248e-02  6.1377e-02  4.7526e-02  6.5425e-02  1.1528e-01  4.3067e-02  6.9211e-02  3.1484e-02  2.3356e-02  9.9015e-02 -3.7444e-03  4.6514e-02  2.0540e-01 -5.3775e-02  2.2217e-03  5.6502e-03 -1.4323e-01  1.3638e-02  3.7043e-02  6.5855e-02  8.7229e-02  1.7913e-02 -1.9155e-01  2.4136e-01 -2.5052e-02  1.6017e-01  1.8301e-01 -4.2313e-02 -1.1382e-01 -1.5786e-01 -3.4609e-01 -3.6126e-01 -2.4344e-01 -2.7342e-01 -3.7558e-01 -2.3342e-01 -2.5766e-01
  2.1400e+02  6.6640e-03  2.5377e-02 -5.9672e-03  2.0822e-03  3.5343e-02  7.0692e-03  1.9861e-02  2.1750e-02 -2.6169e-02  4.4283e-03  3.6790e-02 -9.4042e-03  8.6749e-03 -1.2588e-02  1.0628e-02  3.3370e-02 -3.1516e-02  8.4106e-03 -1.9433e-02 -2.4923e-02  2.1623e-02  4.5396e-03 -1.1504e-02  1.2027e-02  1.5490e-03 -2.4002e-02  2.3042e-02  5.3936e-03  1.7832e-02 -1.2901e-03 -3.3740e-03  6.0157e-03  4.5234e-03 -3.1686e-02  4.1002e-02 -2.1272e-02  7.0325e-01 -5.0132e-01  3.4114e-04 -4.3598e-01  9.2332e-02  1.8397e-01 -4.0585e-03 -1.1961e-02 -2.3442e-02 -4.7487e-02 -3.4178e-02 -1.5581e-02 -4.9532e-02 -2.8992e-02  2.8065e-03
  2.5064e+02  1.6503e-02  2.0637e-01 -1.2150e-01 -7.9980e-02  2.8210e-01 -1.4509e-01  1.5359e-01  2.4378e-01 -2.3971e-01 -5.1772e-02  2.0828e-01 -1.0286e-01  8.1261e-02  7.0987e-03  2.4563e-02  1.9906e-01 -8.3916e-02  4.2255e-02 -8.7537e-02 -5.1626e-02  1.1907e-01  5.6578e-02  3.4416e-03  3.6994e-02  2.0367e-02  1.0842e-02  1.5561e-01 -3.0434e-02  1.4581e-03 -6.7302e-02 -1.3205e-01 -1.0283e-02 -2.7115e-02 -1.1970e-01 -2.2318e-01 -3.3614e-02 -1.8627e-01 -1.1544e-01  2.0829e-02  1.9764e-02 -4.5915e-01 -7.7749e-02  4.2844e-02  3.8484e-02  1.4996e-02 -2.1188e-01 -1.9437e-01 -2.9425e-03 -1.1388e-01 -7.6267e-02  2.6262e-01
  2.6316e+02 -1.1900e-03 -1.8193e-02  2.3110e-02  8.5722e-03 -2.3033e-02  4.3853e-02 -2.4623e-02 -2.3711e-02  4.2906e-02  2.0092e-02 -1.1261e-02  1.9329e-02 -2.1954e-02 -4.9355e-03 -1.0758e-02 -2.6375e-02 -2.5847e-03 -1.0688e-02 -7.8152e-03 -3.8120e-03 -2.6055e-02 -1.6364e-02 -2.1446e-05 -1.5913e-02 -6.3788e-03 -3.9257e-03 -4.9515e-02  6.1815e-03 -2.0834e-03  1.2760e-02  3.4733e-02  3.5525e-03  1.2750e-03  2.3009e-03  1.6651e-02  1.6485e-02 -4.8430e-03 -5.9126e-02 -6.5264e-02  1.0721e-01  1.7323e-02 -3.7661e-02  1.0015e-01  3.6477e-02 -7.0828e-03 -6.1644e-01 -1.5775e-01  2.3371e-01 -6.4049e-01 -1.7560e-01  2.2917e-01
  3.1377e+02 -9.7059e-03 -3.2167e-03 -1.0140e-02 -8.9202e-02  1.8338e-02 -1.8970e-01  8.3206e-02  1.4503e-01  8.2310e-02 -1.1250e-02 -1.6871e-01  5.7769e-02 -1.0472e-03  8.2404e-03  2.4824e-03 -2.1446e-03  9.2199e-03  1.4296e-02 -9.0061e-03  4.1371e-03  3.0644e-03 -2.3424e-03  9.5414e-04  6.4109e-03 -3.5986e-03 -1.1162e-02  1.1303e-02  1.1862e-03  5.4505e-03  8.9063e-03  1.1260e-03 -2.4651e-02  1.5673e-02  4.2091e-02 -3.1741e-02 -6.3008e-02 -3.4033e-02  4.8466e-01  3.9880e-01 -5.4762e-01  2.6183e-02  2.3144e-01  2.5561e-02 -9.8960e-03  6.5175e-03 -5.2780e-02  1.7893e-01  1.6582e-01 -1.9849e-01  1.3533e-02 -1.6868e-01
