3.757618767208412841e-02 0.000000000000000000e+00
1.127285630162523922e-01 0.000000000000000000e+00
1.878809383604206351e-01 0.000000000000000000e+00
2.630333137045889336e-01 0.000000000000000000e+00
3.381856890487571210e-01 0.000000000000000000e+00
4.133380643929254195e-01 0.000000000000000000e+00
4.884904397370936624e-01 0.000000000000000000e+00
5.636428150812619053e-01 0.000000000000000000e+00
6.387951904254302038e-01 0.000000000000000000e+00
7.139475657695983912e-01 0.000000000000000000e+00
7.890999411137666897e-01 0.000000000000000000e+00
8.642523164579349881e-01 0.000000000000000000e+00
9.394046918021032866e-01 0.000000000000000000e+00
1.014557067146271363e+00 0.000000000000000000e+00
1.089709442490439661e+00 0.000000000000000000e+00
1.164861817834607960e+00 0.000000000000000000e+00
1.240014193178776258e+00 0.000000000000000000e+00
1.315166568522944557e+00 0.000000000000000000e+00
1.390318943867112633e+00 0.000000000000000000e+00
1.465471319211280932e+00 0.000000000000000000e+00
1.540623694555449230e+00 1.832513339893280802e-01
1.615776069899617529e+00 3.166970664234686206e-01
1.690928445243785827e+00 5.159958720330237215e-05
1.766080820587954126e+00 0.000000000000000000e+00
1.841233195932122424e+00 0.000000000000000000e+00
1.916385571276290500e+00 0.000000000000000000e+00
1.991537946620458577e+00 0.000000000000000000e+00
2.066690321964626875e+00 0.000000000000000000e+00
2.141842697308795174e+00 0.000000000000000000e+00
2.216995072652963472e+00 0.000000000000000000e+00
2.292147447997131771e+00 0.000000000000000000e+00
2.367299823341300069e+00 0.000000000000000000e+00
2.442452198685468368e+00 0.000000000000000000e+00
2.517604574029636666e+00 0.000000000000000000e+00
2.592756949373804964e+00 0.000000000000000000e+00
2.667909324717973263e+00 0.000000000000000000e+00
2.743061700062141561e+00 0.000000000000000000e+00
2.818214075406309860e+00 0.000000000000000000e+00
2.893366450750477714e+00 0.000000000000000000e+00
2.968518826094646013e+00 0.000000000000000000e+00
3.043671201438814311e+00 0.000000000000000000e+00
3.118823576782982610e+00 0.000000000000000000e+00
3.193975952127150908e+00 0.000000000000000000e+00
3.269128327471319206e+00 0.000000000000000000e+00
3.344280702815487505e+00 0.000000000000000000e+00
3.419433078159655803e+00 0.000000000000000000e+00
3.494585453503824102e+00 0.000000000000000000e+00
3.569737828847992400e+00 0.000000000000000000e+00
3.644890204192160255e+00 0.000000000000000000e+00
3.720042579536328553e+00 0.000000000000000000e+00
3.795194954880496852e+00 0.000000000000000000e+00
3.870347330224665150e+00 0.000000000000000000e+00
3.945499705568833448e+00 0.000000000000000000e+00
4.020652080913001747e+00 0.000000000000000000e+00
4.095804456257170045e+00 0.000000000000000000e+00
4.170956831601337456e+00 0.000000000000000000e+00
4.246109206945506642e+00 0.000000000000000000e+00
4.321261582289674053e+00 0.000000000000000000e+00
4.396413957633843239e+00 0.000000000000000000e+00
4.471566332978010649e+00 0.000000000000000000e+00
4.546718708322179836e+00 0.000000000000000000e+00
4.621871083666347246e+00 0.000000000000000000e+00
4.697023459010516433e+00 0.000000000000000000e+00
4.772175834354683843e+00 0.000000000000000000e+00
4.847328209698853030e+00 0.000000000000000000e+00
4.922480585043020440e+00 0.000000000000000000e+00
4.997632960387189627e+00 0.000000000000000000e+00
5.072785335731357037e+00 0.000000000000000000e+00
5.147937711075526224e+00 0.000000000000000000e+00
5.223090086419693634e+00 0.000000000000000000e+00
5.298242461763862821e+00 0.000000000000000000e+00
5.373394837108030231e+00 0.000000000000000000e+00
5.448547212452199417e+00 0.000000000000000000e+00
5.523699587796366828e+00 0.000000000000000000e+00
5.598851963140535126e+00 0.000000000000000000e+00
5.674004338484703425e+00 4.319965440276477621e-05
5.749156713828870835e+00 4.624763001895984722e-03
5.824309089173040022e+00 2.186422508619930913e-02
5.899461464517207432e+00 5.353277173782609866e-02
5.974613839861376619e+00 9.033967728258174290e-02
6.049766215205544029e+00 1.270501835985312078e-01
6.124918590549713215e+00 1.012863897088823323e-01
6.200070965893880626e+00 6.745826033391733034e-02
6.275223341238049812e+00 2.675618595051239626e-02
6.350375716582217223e+00 5.517155862753098279e-03
6.425528091926386409e+00 1.346789225686194488e-03
6.500680467270553820e+00 1.803985568115455099e-04
6.575832842614723006e+00 0.000000000000000000e+00
6.650985217958890416e+00 0.000000000000000000e+00
6.726137593303059603e+00 0.000000000000000000e+00
6.801289968647227013e+00 0.000000000000000000e+00
6.876442343991396200e+00 0.000000000000000000e+00
6.951594719335563610e+00 0.000000000000000000e+00
7.026747094679732797e+00 0.000000000000000000e+00
7.101899470023900207e+00 0.000000000000000000e+00
7.177051845368069394e+00 0.000000000000000000e+00
7.252204220712236804e+00 0.000000000000000000e+00
7.327356596056404214e+00 0.000000000000000000e+00
7.402508971400573401e+00 0.000000000000000000e+00
7.477661346744741699e+00 0.000000000000000000e+00
