  2.5005e+03 -1.3855e+04 -3.4643e+03  8.8560e+03 -4.1666e+02 -1.5174e+04  1.4076e+04 -4.4552e+01 -1.2244e+04 -9.7689e+03  5.6535e+04  1.5678e+04 -6.0484e+03  6.9050e+02  6.8673e+03 -1.8613e+03 -3.1500e+03 -1.0585e+02 -5.3079e+02  2.0346e+02 -5.3986e+02  3.1899e+02 -1.5487e+03  5.6661e+02  3.1735e+02  4.3452e+02 -1.6352e+01 -2.5405e+02 -5.9458e+00 -8.0060e+01 -5.7354e+02 -2.2944e+02  3.1869e+01
  4.4708e+04 -4.2218e+03 -6.3710e+04 -7.6796e+03  6.5624e+02  1.2390e+04  2.0472e+04  1.0777e+01 -1.7680e+04 -1.7879e+05  1.5678e+04  2.4536e+05  2.4554e+02  1.8138e+02 -1.6672e+03 -1.5766e+02  8.5269e+02  1.0025e+03 -3.4505e+02 -6.1016e+02  1.6206e+03  2.8072e+02  2.5952e+02  1.8358e+02 -3.7761e+02 -2.6722e+02 -9.7622e+01  1.2069e+01 -4.7697e+02  1.2304e+02 -5.0767e+02  5.9289e+02 -1.9029e+02
 -6.8094e+03 -1.4521e+03  5.5368e+02  3.9706e+03  5.9896e+03 -1.3927e+03 -1.5830e+03 -2.6572e+03  1.9713e+03 -1.6729e+03 -6.0484e+03  2.4554e+02  3.8128e+04 -5.3961e+03 -1.2800e+02 -1.5512e+04  7.1745e+02 -1.3533e+04 -3.0097e+04  2.3168e+04  2.0701e+04 -1.3632e+04  5.7269e+02 -1.3664e+03 -1.8282e+03  9.7720e+02 -1.0067e+03 -1.9001e+03 -6.4958e+02 -2.1771e+02  6.0534e+02 -4.1793e+02 -2.1032e+01
 -1.8321e+03 -1.1642e+04  1.3426e+03  1.5620e+03 -6.8614e+03  2.6816e+03 -5.1979e+02 -4.2091e+03  1.7239e+03  5.6023e+02  6.9050e+02  1.8138e+02 -5.3961e+03  4.1802e+04  1.7670e+03  2.3421e+03 -1.4848e+04  1.1927e+04  2.6535e+04 -5.0142e+04 -3.0713e+04 -1.0124e+03 -5.6337e+03 -7.7848e+02  2.1309e+03 -1.1988e+03  1.4528e+03 -2.0852e+03 -9.0347e+01 -1.4334e+02 -1.7193e+03 -9.0498e+02  5.6682e+02
  6.9042e+02  1.4121e+03 -7.3619e+03  2.0053e+02  3.4908e+03 -1.4219e+03 -2.0137e+03 -6.5604e+03  3.1424e+03  1.0832e+03  6.8673e+03 -1.6672e+03 -1.2800e+02  1.7670e+03  4.8794e+04 -1.5545e+04  8.8965e+03 -8.6835e+04  2.0917e+04 -2.8595e+04 -3.6956e+04 -7.9605e+02 -4.8880e+02 -7.2525e+03 -1.4218e+03  1.2419e+03  1.0495e+03  2.9888e+02  1.1902e+02  5.8208e+02  4.4726e+02  8.0464e+02  1.3355e+03
  1.9172e+02 -1.6870e+03  4.2086e+03 -2.5371e+03 -7.7709e+02 -4.5590e+02  1.2469e+03 -4.2007e+02  7.4564e+02  6.6947e+01 -1.8613e+03 -1.5766e+02 -1.5512e+04  2.3421e+03 -1.5545e+04  5.5964e+04 -3.5257e+03  5.0400e+04  4.1750e+03 -2.6077e+03  1.4566e+04 -3.4975e+02  1.5412e+03 -9.3291e+03 -1.2681e+03  5.2184e+02  6.0891e+02  1.2152e+02 -1.5534e+02  5.8434e+02 -3.3061e+02  6.2040e+02  2.9330e+02
  1.1030e+03 -2.7676e+03  8.2567e+03 -2.5204e+03 -2.5794e+03  6.5088e+02  5.8003e+02  1.3953e+03  1.1600e+03  1.7406e+01 -3.1500e+03  8.5269e+02  7.1745e+02 -1.4848e+04  8.8965e+03 -3.5257e+03  6.0232e+04 -4.3418e+04 -4.7731e+03  5.4461e+03 -2.1274e+04  1.3291e+03  4.7888e+02  8.5082e+01 -1.0225e+01  1.3841e+02 -8.1070e+01 -4.9218e+02 -5.8441e+02  2.1347e+02  1.0495e+03  3.3323e+02 -2.6771e+02
  2.1910e+02 -1.8460e+02 -5.6432e+02 -9.4463e+02 -1.0965e+02  2.9241e+02  7.2414e+02  7.4935e+02  9.1858e+02  1.7650e+02 -1.0585e+02  1.0025e+03 -1.3533e+04  1.1927e+04 -8.6835e+04  5.0400e+04 -4.3418e+04  3.1442e+05 -3.9809e+03  3.3972e+03 -1.3336e+04 -5.1675e+02 -6.5964e+02 -4.6122e+02  1.5047e+02  2.0965e+01 -6.6507e+00  5.4165e+02  3.3304e+02  3.6133e+01 -1.4689e+03 -1.1322e+02 -8.4364e+01
  1.6156e+03 -4.4052e+03 -2.0688e+03 -3.0053e+03 -9.9566e+02 -8.9151e+01 -4.6231e+01 -1.8156e+03  1.1755e+03  1.7367e+03 -5.3079e+02 -3.4505e+02 -3.0097e+04  2.6535e+04  2.0917e+04  4.1750e+03 -4.7731e+03 -3.9809e+03  1.0757e+05 -8.7703e+04 -7.4082e+04 -2.9814e+03  6.4972e+03  5.5157e+03 -8.4812e+02 -7.8583e+01 -1.0844e+03  3.8803e+02 -4.2074e+02 -2.8328e+02 -4.8159e+02  2.4620e+02 -7.2707e+02
  2.7254e+03 -6.1303e+03 -3.6016e+03 -1.7091e+03 -1.9311e+03  5.3423e+02 -3.6868e+02 -2.0411e+03  1.5597e+03  3.3153e+02  2.0346e+02 -6.1016e+02  2.3168e+04 -5.0142e+04 -2.8595e+04 -2.6077e+03  5.4461e+03  3.3972e+03 -8.7703e+04  1.9163e+05  1.0623e+05  1.1248e+03  1.3261e+03  3.2837e+02 -2.0994e+02  8.5596e+01 -1.7910e+02 -6.7438e+02 -7.3634e+02  4.7358e+01  1.5971e+03  5.7714e+02  3.7162e+02
